localizacao,nivel_urgencia,tipo_situacao,pessoas_envolvidas
"Travessa São José, 503, Rio de Janeiro - RJ",Médio,Furto,Idoso
"Estrada Marechal Deodoro, 1267, São Paulo - SP",Médio,Acidente de trânsito sem vítima,Criança
"Estrada Dom Pedro II, 2291, Brasília - DF",Baixo,Assalto a mão armada,N/A (Ex: Incêndio)
"Travessa Brasil, 1058, São Paulo - SP",Baixo,Acidente de trânsito com vítima,Homem
"Travessa Santos Dumont, 1439, São Paulo - SP",Médio,Assalto a mão armada,Vítima não identificada
"Avenida Sete de Setembro, 885, São Paulo - SP",Baixo,Desaparecimento,Casal
"Rua Santos Dumont, 1637, Curitiba - PR",Médio,Alarme disparado,"Família (Homem, Mulher, Criança)"
"Rua das Flores, 558, Rio de Janeiro - RJ",Alto,Roubo (sem arma),N/A (Ex: Incêndio)
"Rua São José, 806, Manaus - AM",Baixo,Agressão física,Grupo de homens
"Avenida das Flores, 2360, Fortaleza - CE",Alto,Acidente de trânsito com vítima,Criança
"Avenida Brasil, 2051, Belo Horizonte - MG",Médio,Alarme disparado,Idoso
"Praça Tiradentes, 864, Porto Alegre - RS",Baixo,Agressão física,Múltiplas pessoas
"Travessa Santos Dumont, 169, Florianópolis - SC",Baixo,Briga doméstica,Homem
"Alameda Tiradentes, 2308, Manaus - AM",Alto,Acidente de trânsito sem vítima,Vítima não identificada
"Travessa Barão do Rio Branco, 285, Recife - PE",Médio,Alarme disparado,Suspeito(s) em fuga
"Praça do Sol, 1051, São Paulo - SP",Baixo,Vandalismo,N/A (Ex: Incêndio)
"Alameda Santa Rita, 89, Manaus - AM",Médio,Incêndio,Grupo de homens
"Praça Primeiro de Maio, 783, Curitiba - PR",Médio,Atividade suspeita,Mulher
"Avenida Santos Dumont, 2079, Salvador - BA",Baixo,Atividade suspeita,Suspeito(s) em fuga
"Avenida Sete de Setembro, 298, Goiânia - GO",Médio,Perturbação do sossego,"Família (Homem, Mulher, Criança)"
"Alameda das Flores, 2491, Belo Horizonte - MG",Baixo,Atividade suspeita,Mulher
"Travessa do Sol, 1008, São Paulo - SP",Alto,Atividade suspeita,Criança
"Alameda Brasil, 198, Brasília - DF",Médio,Atividade suspeita,Suspeito(s) em fuga
"Avenida Tiradentes, 1750, Goiânia - GO",Baixo,Desaparecimento,Criança
"Rua Sete de Setembro, 90, São Paulo - SP",Médio,Roubo (sem arma),Grupo de homens
"Estrada Primeiro de Maio, 1495, Rio de Janeiro - RJ",Médio,Acidente de trânsito com vítima,"Família (Homem, Mulher, Criança)"
"Rua Santos Dumont, 1361, Recife - PE",Alto,Atividade suspeita,Múltiplas pessoas
"Travessa da Paz, 821, Manaus - AM",Baixo,Vandalismo,Idoso
"Travessa Tiradentes, 1081, São Paulo - SP",Médio,Perturbação do sossego,Múltiplas pessoas
"Rua da República, 1345, Goiânia - GO",Médio,Desaparecimento,Criança
"Travessa Duque de Caxias, 1277, Brasília - DF",Baixo,Maus tratos a animais,Idoso
"Rua do Sol, 783, Porto Alegre - RS",Médio,Vandalismo,Grupo de homens
"Rua Barão do Rio Branco, 36, Goiânia - GO",Baixo,Acidente de trânsito com vítima,Casal
"Rua Dom Pedro II, 678, Manaus - AM",Alto,Alarme disparado,Grupo de homens
"Alameda Sete de Setembro, 2184, Fortaleza - CE",Baixo,Alarme disparado,Homem
"Travessa Primeiro de Maio, 614, Fortaleza - CE",Médio,Alarme disparado,Grupo de homens
"Avenida São José, 1577, Rio de Janeiro - RJ",Baixo,Assalto a mão armada,Idoso
"Avenida São José, 619, Fortaleza - CE",Médio,Atividade suspeita,Homem
"Praça Dom Pedro II, 423, Porto Alegre - RS",Baixo,Desaparecimento,N/A (Ex: Incêndio)
"Estrada Sete de Setembro, 1100, São Paulo - SP",Médio,Desaparecimento,"Família (Homem, Mulher, Criança)"
"Avenida das Flores, 2468, Belo Horizonte - MG",Médio,Incêndio,Criança
"Alameda das Flores, 2276, Florianópolis - SC",Alto,Furto,Mulher
"Estrada São José, 2148, Recife - PE",Médio,Vandalismo,Mulher
"Travessa Dom Pedro II, 946, Recife - PE",Médio,Agressão física,Idoso
"Alameda Santa Rita, 1878, Fortaleza - CE",Médio,Atividade suspeita,Homem
"Praça Sete de Setembro, 291, Brasília - DF",Alto,Agressão física,Vítima não identificada
"Estrada Santos Dumont, 924, Rio de Janeiro - RJ",Médio,Briga doméstica,Grupo de homens
"Alameda das Flores, 1736, Porto Alegre - RS",Alto,Assalto a mão armada,Mulher
"Estrada Santos Dumont, 1220, Brasília - DF",Alto,Furto,Mulher
"Estrada XV de Novembro, 396, Brasília - DF",Alto,Maus tratos a animais,Idoso
"Travessa Marechal Deodoro, 121, Recife - PE",Médio,Assalto a mão armada,Casal
"Rua Duque de Caxias, 1557, Rio de Janeiro - RJ",Baixo,Assalto a mão armada,Criança
"Avenida da Paz, 1563, Porto Alegre - RS",Baixo,Maus tratos a animais,Grupo de homens
"Estrada do Sol, 306, Rio de Janeiro - RJ",Médio,Roubo (sem arma),Grupo de homens
"Estrada do Sol, 467, Florianópolis - SC",Baixo,Roubo (sem arma),Suspeito(s) em fuga
"Rua Dom Pedro II, 258, Florianópolis - SC",Médio,Atividade suspeita,Criança
"Alameda Marechal Deodoro, 995, Salvador - BA",Médio,Vandalismo,Casal
"Travessa Duque de Caxias, 1639, São Paulo - SP",Médio,Atividade suspeita,Idoso
"Alameda Santos Dumont, 2196, Fortaleza - CE",Médio,Desaparecimento,Casal
"Rua Duque de Caxias, 311, Salvador - BA",Médio,Agressão física,Vítima não identificada
"Praça Primeiro de Maio, 752, Fortaleza - CE",Baixo,Vandalismo,Idoso
"Praça São José, 1850, Rio de Janeiro - RJ",Baixo,Atividade suspeita,Múltiplas pessoas
"Travessa Sete de Setembro, 492, Goiânia - GO",Baixo,Furto,Idoso
"Rua Santos Dumont, 283, Recife - PE",Baixo,Acidente de trânsito com vítima,Idoso
"Alameda do Sol, 909, Curitiba - PR",Baixo,Acidente de trânsito com vítima,Suspeito(s) em fuga
"Rua Marechal Deodoro, 550, Porto Alegre - RS",Alto,Furto,N/A (Ex: Incêndio)
"Avenida Tiradentes, 2367, Belo Horizonte - MG",Alto,Desaparecimento,Múltiplas pessoas
"Alameda Primeiro de Maio, 1803, Goiânia - GO",Médio,Vandalismo,Homem
"Travessa da República, 1754, Curitiba - PR",Alto,Briga doméstica,Grupo de homens
"Estrada do Sol, 1644, Goiânia - GO",Médio,Acidente de trânsito sem vítima,Homem
"Travessa Dom Pedro II, 473, Belo Horizonte - MG",Alto,Alarme disparado,Criança
"Avenida das Flores, 2211, Florianópolis - SC",Médio,Perturbação do sossego,Casal
"Travessa da República, 1237, Brasília - DF",Baixo,Agressão física,Grupo de homens
"Travessa Barão do Rio Branco, 1148, Porto Alegre - RS",Médio,Acidente de trânsito com vítima,Criança
"Rua das Flores, 500, São Paulo - SP",Médio,Incêndio,Grupo de homens
"Rua Primeiro de Maio, 1788, Rio de Janeiro - RJ",Baixo,Alarme disparado,Casal
"Alameda XV de Novembro, 2347, Brasília - DF",Baixo,Agressão física,Criança
"Avenida da Paz, 2164, Brasília - DF",Médio,Agressão física,Idoso
"Rua São José, 348, Goiânia - GO",Médio,Atividade suspeita,Casal
"Alameda Primeiro de Maio, 2202, Manaus - AM",Baixo,Perturbação do sossego,Múltiplas pessoas
"Travessa Barão do Rio Branco, 1756, Florianópolis - SC",Alto,Desaparecimento,Criança
"Travessa XV de Novembro, 2269, Fortaleza - CE",Médio,Roubo (sem arma),Suspeito(s) em fuga
"Travessa Santos Dumont, 2281, Curitiba - PR",Baixo,Briga doméstica,Homem
"Travessa Santos Dumont, 1067, Salvador - BA",Alto,Furto,Idoso
"Travessa da República, 2282, Manaus - AM",Baixo,Vandalismo,"Família (Homem, Mulher, Criança)"
"Estrada da República, 1697, Florianópolis - SC",Médio,Incêndio,Múltiplas pessoas
"Alameda Santa Rita, 709, Recife - PE",Baixo,Briga doméstica,Criança
"Rua Primeiro de Maio, 744, São Paulo - SP",Médio,Vandalismo,Criança
"Avenida Santa Rita, 1897, Belo Horizonte - MG",Baixo,Assalto a mão armada,Casal
"Estrada Santa Rita, 2386, Porto Alegre - RS",Alto,Assalto a mão armada,Casal
"Avenida da República, 2462, Manaus - AM",Alto,Agressão física,Criança
"Rua Sete de Setembro, 1259, Brasília - DF",Baixo,Assalto a mão armada,N/A (Ex: Incêndio)
"Rua das Flores, 1191, Recife - PE",Baixo,Vandalismo,Vítima não identificada
"Estrada Marechal Deodoro, 1001, Goiânia - GO",Médio,Alarme disparado,Suspeito(s) em fuga
"Alameda da República, 1693, Recife - PE",Baixo,Briga doméstica,Múltiplas pessoas
"Avenida Brasil, 365, Curitiba - PR",Baixo,Incêndio,Casal
"Alameda Tiradentes, 21, Belo Horizonte - MG",Médio,Furto,"Família (Homem, Mulher, Criança)"
"Estrada Duque de Caxias, 1509, Belo Horizonte - MG",Alto,Incêndio,Mulher
"Avenida Santos Dumont, 2320, Recife - PE",Baixo,Perturbação do sossego,N/A (Ex: Incêndio)
"Travessa Santa Rita, 1939, Brasília - DF",Médio,Incêndio,Múltiplas pessoas
"Alameda da República, 2488, Brasília - DF",Médio,Atividade suspeita,Grupo de homens
"Praça Brasil, 743, Manaus - AM",Médio,Atividade suspeita,Homem
"Rua XV de Novembro, 2461, Manaus - AM",Médio,Maus tratos a animais,Vítima não identificada
"Praça das Flores, 392, Rio de Janeiro - RJ",Baixo,Briga doméstica,Criança
"Praça Santa Rita, 200, Fortaleza - CE",Alto,Vandalismo,Homem
"Avenida Sete de Setembro, 238, São Paulo - SP",Baixo,Maus tratos a animais,Grupo de homens
"Avenida Santa Rita, 549, Salvador - BA",Médio,Acidente de trânsito sem vítima,"Família (Homem, Mulher, Criança)"
"Travessa Brasil, 1059, Belo Horizonte - MG",Médio,Perturbação do sossego,Criança
"Rua Brasil, 580, Florianópolis - SC",Alto,Maus tratos a animais,Mulher
"Praça Brasil, 1735, Rio de Janeiro - RJ",Baixo,Atividade suspeita,Suspeito(s) em fuga
"Estrada São José, 2194, Curitiba - PR",Médio,Furto,Criança
"Travessa Primeiro de Maio, 1513, Goiânia - GO",Médio,Briga doméstica,Vítima não identificada
"Avenida das Flores, 883, Goiânia - GO",Baixo,Maus tratos a animais,N/A (Ex: Incêndio)
"Alameda Dom Pedro II, 51, Salvador - BA",Alto,Furto,Criança
"Travessa Santa Rita, 2298, São Paulo - SP",Baixo,Atividade suspeita,Homem
"Avenida Duque de Caxias, 366, Fortaleza - CE",Médio,Vandalismo,Mulher
"Avenida Brasil, 513, Goiânia - GO",Baixo,Vandalismo,Mulher
"Praça Marechal Deodoro, 657, Curitiba - PR",Baixo,Furto,Mulher
"Estrada Barão do Rio Branco, 2393, Belo Horizonte - MG",Baixo,Assalto a mão armada,Grupo de homens
"Praça Sete de Setembro, 2309, Recife - PE",Médio,Alarme disparado,Homem
"Alameda São José, 948, Brasília - DF",Médio,Furto,Homem
"Alameda da Paz, 87, Salvador - BA",Baixo,Desaparecimento,Mulher
"Praça Tiradentes, 1282, Salvador - BA",Baixo,Briga doméstica,"Família (Homem, Mulher, Criança)"
"Avenida Santa Rita, 800, Florianópolis - SC",Médio,Agressão física,N/A (Ex: Incêndio)
"Travessa Barão do Rio Branco, 1005, Florianópolis - SC",Médio,Roubo (sem arma),Mulher
"Estrada das Flores, 1066, Fortaleza - CE",Baixo,Alarme disparado,Suspeito(s) em fuga
"Praça Marechal Deodoro, 450, Curitiba - PR",Baixo,Atividade suspeita,Grupo de homens
"Estrada Duque de Caxias, 1650, Porto Alegre - RS",Baixo,Acidente de trânsito com vítima,Múltiplas pessoas
"Rua Sete de Setembro, 1729, Florianópolis - SC",Alto,Roubo (sem arma),Vítima não identificada
"Travessa Santa Rita, 134, Goiânia - GO",Médio,Atividade suspeita,Criança
"Estrada XV de Novembro, 1620, Manaus - AM",Médio,Incêndio,N/A (Ex: Incêndio)
"Avenida das Flores, 2011, Florianópolis - SC",Baixo,Perturbação do sossego,Mulher
"Avenida Brasil, 638, Salvador - BA",Alto,Vandalismo,Criança
"Avenida do Sol, 76, Belo Horizonte - MG",Médio,Maus tratos a animais,"Família (Homem, Mulher, Criança)"
"Praça Brasil, 632, Goiânia - GO",Alto,Acidente de trânsito com vítima,Casal
"Estrada Duque de Caxias, 2300, São Paulo - SP",Baixo,Roubo (sem arma),Idoso
"Alameda da República, 2289, Rio de Janeiro - RJ",Médio,Perturbação do sossego,Vítima não identificada
"Praça XV de Novembro, 658, São Paulo - SP",Baixo,Roubo (sem arma),Casal
"Rua Sete de Setembro, 505, Brasília - DF",Alto,Maus tratos a animais,Criança
"Avenida Marechal Deodoro, 979, Porto Alegre - RS",Alto,Desaparecimento,Criança
"Rua Tiradentes, 745, Belo Horizonte - MG",Baixo,Incêndio,Grupo de homens
"Alameda da Paz, 1007, Recife - PE",Baixo,Assalto a mão armada,Homem
"Avenida da República, 1642, Porto Alegre - RS",Médio,Desaparecimento,Casal
"Alameda São José, 372, Belo Horizonte - MG",Baixo,Desaparecimento,Idoso
"Alameda São José, 2279, Salvador - BA",Baixo,Furto,Idoso
"Rua Tiradentes, 1025, Porto Alegre - RS",Médio,Incêndio,Idoso
"Avenida da Paz, 954, Belo Horizonte - MG",Médio,Atividade suspeita,Suspeito(s) em fuga
"Avenida das Flores, 322, Manaus - AM",Baixo,Alarme disparado,Idoso
"Rua XV de Novembro, 191, Rio de Janeiro - RJ",Baixo,Atividade suspeita,Homem
"Alameda Santos Dumont, 1516, Florianópolis - SC",Alto,Roubo (sem arma),Criança
"Rua XV de Novembro, 1207, Brasília - DF",Baixo,Acidente de trânsito com vítima,Idoso
"Rua das Flores, 437, Salvador - BA",Médio,Acidente de trânsito sem vítima,"Família (Homem, Mulher, Criança)"
"Travessa da República, 290, Recife - PE",Alto,Acidente de trânsito com vítima,Mulher
"Travessa Dom Pedro II, 344, Salvador - BA",Baixo,Roubo (sem arma),Criança
"Alameda do Sol, 2192, Belo Horizonte - MG",Alto,Acidente de trânsito sem vítima,Grupo de homens
"Rua São José, 2018, Fortaleza - CE",Baixo,Alarme disparado,Idoso
"Travessa Primeiro de Maio, 252, Rio de Janeiro - RJ",Médio,Assalto a mão armada,"Família (Homem, Mulher, Criança)"
"Avenida Brasil, 809, Salvador - BA",Médio,Roubo (sem arma),Homem
"Travessa Barão do Rio Branco, 1712, Manaus - AM",Médio,Vandalismo,Mulher
"Avenida Santa Rita, 2257, São Paulo - SP",Baixo,Assalto a mão armada,Suspeito(s) em fuga
"Travessa Tiradentes, 620, Florianópolis - SC",Baixo,Incêndio,N/A (Ex: Incêndio)
"Rua Brasil, 564, Curitiba - PR",Alto,Desaparecimento,"Família (Homem, Mulher, Criança)"
"Estrada Dom Pedro II, 1278, Porto Alegre - RS",Médio,Vandalismo,N/A (Ex: Incêndio)
"Avenida Barão do Rio Branco, 244, Salvador - BA",Baixo,Atividade suspeita,"Família (Homem, Mulher, Criança)"
"Estrada Dom Pedro II, 472, Fortaleza - CE",Médio,Acidente de trânsito com vítima,Idoso
"Estrada Marechal Deodoro, 123, Rio de Janeiro - RJ",Médio,Assalto a mão armada,Idoso
"Avenida da República, 694, Goiânia - GO",Médio,Perturbação do sossego,Criança
"Praça Dom Pedro II, 1200, Fortaleza - CE",Baixo,Agressão física,Grupo de homens
"Rua Sete de Setembro, 173, Curitiba - PR",Médio,Maus tratos a animais,Grupo de homens
"Praça da Paz, 2169, Curitiba - PR",Alto,Furto,N/A (Ex: Incêndio)
"Alameda XV de Novembro, 1822, Belo Horizonte - MG",Médio,Desaparecimento,Homem
"Alameda Duque de Caxias, 1679, Goiânia - GO",Médio,Acidente de trânsito com vítima,Grupo de homens
"Alameda Brasil, 670, Porto Alegre - RS",Médio,Assalto a mão armada,Mulher
"Rua Dom Pedro II, 1634, São Paulo - SP",Baixo,Alarme disparado,Vítima não identificada
"Estrada XV de Novembro, 2097, Fortaleza - CE",Alto,Agressão física,Homem
"Praça Tiradentes, 2211, Salvador - BA",Baixo,Incêndio,N/A (Ex: Incêndio)
"Avenida da República, 1524, Brasília - DF",Médio,Acidente de trânsito sem vítima,Idoso
"Avenida Brasil, 1900, Fortaleza - CE",Baixo,Acidente de trânsito com vítima,Múltiplas pessoas
"Rua Marechal Deodoro, 527, Recife - PE",Médio,Agressão física,Idoso
"Alameda Tiradentes, 960, Manaus - AM",Médio,Atividade suspeita,Mulher
"Alameda do Sol, 2367, Salvador - BA",Baixo,Alarme disparado,Grupo de homens
"Avenida São José, 760, Recife - PE",Médio,Vandalismo,Múltiplas pessoas
"Estrada Brasil, 507, Recife - PE",Médio,Atividade suspeita,Mulher
"Rua do Sol, 2461, Manaus - AM",Médio,Briga doméstica,"Família (Homem, Mulher, Criança)"
"Rua Primeiro de Maio, 409, São Paulo - SP",Médio,Roubo (sem arma),Múltiplas pessoas
"Alameda das Flores, 1493, Salvador - BA",Médio,Incêndio,Criança
"Estrada Brasil, 507, Recife - PE",Alto,Maus tratos a animais,Homem
"Rua São José, 258, Goiânia - GO",Médio,Briga doméstica,Vítima não identificada
"Estrada Primeiro de Maio, 1549, Belo Horizonte - MG",Baixo,Agressão física,Homem
"Estrada da Paz, 197, Manaus - AM",Baixo,Desaparecimento,Idoso
"Alameda Santos Dumont, 1307, Goiânia - GO",Alto,Acidente de trânsito com vítima,Homem
"Alameda Primeiro de Maio, 2017, Rio de Janeiro - RJ",Alto,Briga doméstica,Idoso
"Estrada São José, 1190, São Paulo - SP",Médio,Desaparecimento,Homem
"Rua Santos Dumont, 509, Salvador - BA",Alto,Acidente de trânsito com vítima,Idoso
"Praça da República, 118, Salvador - BA",Baixo,Alarme disparado,Casal
"Avenida Santos Dumont, 2213, Porto Alegre - RS",Baixo,Briga doméstica,Homem
"Rua Primeiro de Maio, 1650, Fortaleza - CE",Baixo,Alarme disparado,Homem
"Travessa Tiradentes, 1598, São Paulo - SP",Médio,Acidente de trânsito sem vítima,Homem
"Praça Tiradentes, 1818, Salvador - BA",Médio,Alarme disparado,N/A (Ex: Incêndio)
"Estrada da República, 1807, Belo Horizonte - MG",Médio,Agressão física,N/A (Ex: Incêndio)
"Alameda Duque de Caxias, 853, Porto Alegre - RS",Médio,Atividade suspeita,N/A (Ex: Incêndio)
"Praça Brasil, 2347, Florianópolis - SC",Alto,Perturbação do sossego,Homem
"Alameda Santa Rita, 922, Goiânia - GO",Baixo,Perturbação do sossego,Criança
"Alameda Tiradentes, 1546, Goiânia - GO",Alto,Furto,Grupo de homens
"Praça Primeiro de Maio, 2061, Recife - PE",Baixo,Agressão física,Mulher
"Estrada das Flores, 1519, Belo Horizonte - MG",Médio,Agressão física,Suspeito(s) em fuga
"Praça Duque de Caxias, 1866, Recife - PE",Médio,Atividade suspeita,Vítima não identificada
"Travessa Dom Pedro II, 2484, Porto Alegre - RS",Baixo,Briga doméstica,"Família (Homem, Mulher, Criança)"
"Estrada Dom Pedro II, 1976, Belo Horizonte - MG",Médio,Furto,Idoso
"Estrada do Sol, 1737, Goiânia - GO",Baixo,Furto,Suspeito(s) em fuga
"Estrada das Flores, 185, Florianópolis - SC",Médio,Perturbação do sossego,Múltiplas pessoas
"Travessa Marechal Deodoro, 447, São Paulo - SP",Alto,Atividade suspeita,Suspeito(s) em fuga
"Praça XV de Novembro, 1398, Recife - PE",Médio,Roubo (sem arma),Homem
"Rua da República, 1935, Belo Horizonte - MG",Médio,Furto,Mulher
"Rua Marechal Deodoro, 2112, Porto Alegre - RS",Baixo,Alarme disparado,N/A (Ex: Incêndio)
"Avenida Brasil, 78, Florianópolis - SC",Médio,Roubo (sem arma),Vítima não identificada
"Avenida das Flores, 2323, Salvador - BA",Baixo,Acidente de trânsito com vítima,Criança
"Travessa Marechal Deodoro, 1806, Recife - PE",Alto,Roubo (sem arma),Homem
"Estrada Santa Rita, 485, Curitiba - PR",Alto,Assalto a mão armada,Homem
"Travessa Barão do Rio Branco, 1153, São Paulo - SP",Médio,Assalto a mão armada,Mulher
"Rua Marechal Deodoro, 658, Curitiba - PR",Médio,Desaparecimento,Criança
"Estrada Marechal Deodoro, 383, Goiânia - GO",Médio,Acidente de trânsito sem vítima,Suspeito(s) em fuga
"Praça da Paz, 2475, Goiânia - GO",Baixo,Incêndio,Idoso
"Estrada São José, 392, São Paulo - SP",Médio,Maus tratos a animais,Suspeito(s) em fuga
"Travessa Dom Pedro II, 2060, Fortaleza - CE",Baixo,Desaparecimento,Vítima não identificada
"Avenida Marechal Deodoro, 1768, Salvador - BA",Baixo,Roubo (sem arma),Suspeito(s) em fuga
"Alameda da República, 740, Belo Horizonte - MG",Baixo,Incêndio,N/A (Ex: Incêndio)
"Travessa XV de Novembro, 1050, São Paulo - SP",Médio,Atividade suspeita,Vítima não identificada
"Rua São José, 1135, Fortaleza - CE",Médio,Desaparecimento,Casal
"Travessa Barão do Rio Branco, 1058, Florianópolis - SC",Médio,Atividade suspeita,Idoso
"Travessa Barão do Rio Branco, 1659, Fortaleza - CE",Médio,Agressão física,"Família (Homem, Mulher, Criança)"
